Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#smoky-sea-salt-regular,S2HQ25ZMLTGTB3JXKCBJNZO4,Smoky Sea Salt,Regular,NA,NA,"Popcorn becomes utterly irresistible when the earthy warmth of our Smoky Sea Salt is sprinkled on top.

All Natural and Preservative-Free
Vegan and Gluten-Free

3.9 oz recyclable glass jar
2 year shelf life
Store in a cool, dry place
RSP: $5.99

Orders being shipped to the US will require an EIN ( Employer Identification Number) in order to proceed with the order/shipping.",NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,5.99,N,NA,NA,0,NA,NA,N,N
#snack-mix-gf-regular,RYKEN2VYZU3KSTCQWXZM7ETI,Snack Mix - GF,Regular,NA,GFSM,NA,FOOD,NA,unavailable,Physical good,N,N,N,N,8.00,N,N,5,7,NA,NA,N,N
#snow-buddies-regular,UJ3NQJDRPH5BLM6YEB2K43JZ,Snow Buddies,Regular,NA,NA,NA,FOOD,840278175587,visible,Prepared food and beverage,NA,NA,NA,NA,9.00,N,NA,4.66,0,NA,NA,N,N
#sophisticated-traveler-regular,AMZJVS24OCTKAHMOBELXWQRE,Sophisticated Traveler,Regular,NA,NA,"Unwind, relax, and allow your senses to revel in the exquisite flavors and craftsmanship that our gourmet amenity package offers. From the St. Rey Chenin Blanc to the High Lawn Farm Queen Cheese, accompanied by Brewer's Crackers and the utensil kit, every detail has been carefully curated to provide you with a truly remarkable stay.

*Basket available for additional purchase

We offer in-store pickup Wed-Sat 11 am - 6:30 pm or Sunday 11 am - 5 pm.

Local Deliveries Only.",FOOD,NA,hidden,Prepared food and beverage,N,N,Y,Y,65.00,N,N,NA,0,NA,NA,Y,N
#sour-splash-triple-berry-regular,5FWNRBHR4D4XR3VZDHXOY6OK,Sour Splash Triple Berry,Regular,NA,NA,NA,Beer,783495688877,visible,Prepared food and beverage,NA,NA,NA,NA,19.00,N,NA,13.33,0,NA,NA,N,N
#sourdough-loaf-regular,FIWFAI2LZCJJDMZKJ5X3KWKJ,Sourdough Loaf,Regular,NA,NA,NA,Bread,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,7.00,N,NA,6,-249,NA,NA,N,N
#southern-pickled-garlic-kansas-city-canning-co--regular,7XEFIZ6LPLYPKZP4DP4MVUZX,Southern Pickled Garlic - Kansas City Canning Co.,Regular,NA,604348881446,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,9.00,N,N,5.4,0,Y,6,N,N
#southern-succotash-soup-regular,L5PR2YPXUTGCOTHLLBWPMANK,Southern Succotash Soup,Regular,NA,NA,NA,FOOD,195893833825,hidden,Prepared food and beverage,NA,NA,N,Y,11.00,N,N,6,0,Y,6,N,N
#spanish-octopus-canned-in-garlic-sauce-wild-caught-b-vitamins-regular,67QRZI7MFJ7HF5UMORPIXVDQ,"Spanish Octopus Canned in Garlic Sauce | Wild Caught, B Vitamins",Regular,NA,NA,NA,FOOD,5600409202484,visible,Physical good,NA,NA,NA,NA,13.00,N,NA,8.57,0,NA,NA,N,Y
#spanish-razor-shells-canned-in-brine-8-10-b-vitamins-regular,VL3QPRJ5BN7UIICIKLUXXUHN,Spanish Razor Shells Canned in Brine 8/10 | B Vitamins,Regular,NA,NA,NA,FOOD,5600409202453,visible,Physical good,NA,NA,NA,NA,13.00,N,NA,8.35,2,NA,NA,N,N
#sparkling-rose-bears-sugarfina-regular,Q7L5HUQEM3G35I3WBBTOKSGU,Sparkling Rose Bears Sugarfina,Regular,NA,840278130647,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,9.00,N,NA,5.42,1,NA,NA,N,N
#sparkling-spring-water-12-oz-regular,TKWPL22XPNQXYGAE4HOCKXGV,Sparkling Spring Water 12 oz,Regular,NA,070960000136,NA,Alcohol-Free,070960000136,visible,Prepared food and beverage,NA,NA,NA,NA,3.00,N,NA,1.19,55,NA,NA,N,N
#spiced-mackerel-fillets-in-organic-virgin-olive-oil-regular,CUTBEMVBXW6R2JKIJIMNG46Y,Spiced Mackerel Fillets in Organic Virgin Olive Oil,Regular,NA,NA,NA,Tinned Fish,5600409200503,hidden,Prepared food and beverage,NA,NA,N,Y,11.00,N,N,7.76,0,NA,NA,N,N
#spicy-maple-almonds-regular,U5KIBMFK6MN5AT7ZIKC52VNG,Spicy Maple Almonds,Regular,NA,094922666611,NA,FOOD,NA,unavailable,Prepared food and beverage,NA,NA,N,Y,5.00,N,N,2.65,12,Y,12,N,N
#spicy-maple-pepitas-regular,TOD536ECPCVZVVGMSLNNVUQW,Spicy Maple Pepitas,Regular,NA,705105281872,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,5.00,N,N,2.42,0,Y,6,N,N
#spicy-sardines-regular,YQDNBJ7YAFCZXMFILWLQTMUF,Spicy Sardines,Regular,NA,8437020885027,NA,Tinned Fish,NA,hidden,Prepared food and beverage,N,NA,N,Y,6.00,N,N,NA,0,Y,6,N,N
#spindrift-pink-lemonade-regular,IVQVJFUR3QG2NATRSVFF3VID,Spindrift  Pink Lemonade,Regular,NA,850017142039,NA,Alcohol-Free,850017142039,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.22,17,Y,6,N,N
#spindrift-blood-orange-tangerine-regular,SO3CNHC4KUCSXCOAHXLZVQG4,Spindrift Blood Orange Tangerine,Regular,NA,850017142190,NA,Alcohol-Free,850017142190,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.22,18,Y,6,N,N
#spindrift-grapefruit-regular,XDFIXZW4UTOZG6LNFXKJQI22,Spindrift Grapefruit,Regular,NA,856579002170,NA,Alcohol-Free,856579002170,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.11,24,Y,4,N,N
#spindrift-half-tea-half-lemon-regular,PSYT27PUBUWIXFHCBWX44PYX,Spindrift Half tea/half lemon,Regular,NA,856579002668,NA,Alcohol-Free,856579002668,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.11,32,Y,4,N,N
#spindrift-lime-regular,VWGHE55YHGNKIW2U5KRQOG2T,Spindrift Lime,Regular,NA,856579002804,NA,Alcohol-Free,856579002804,visible,Prepared food and beverage,N,N,Y,Y,3.00,N,N,1.11,34,Y,6,N,N
#spindrift-sparkling-water-lemon-regular,RCBPFN4ZO6GKHDNGXUUP3IJS,"Spindrift Sparkling Water, Lemon",Regular,NA,NA,NA,FOOD,856579002194,visible,Prepared food and beverage,NA,NA,NA,NA,3.00,N,NA,1.11,6,NA,NA,N,N
#square-easter-felt-regular,E7UNAWZ5K3VPIVZ5NZFIRFSL,Square Easter Felt,Regular,NA,NA,NA,Baskets,200030460496,visible,Physical good,NA,NA,NA,NA,15.00,N,NA,5,7,NA,NA,N,Y
#st-rey-sutter-ranch-vineyard-chenin-blanc--regular,SATQF6PHM5DL4O3D65SH3ZSJ,St Rey Sutter Ranch Vineyard (Chenin Blanc),Regular,NA,srcb,"Bin 135
St. Rey Chenin Blanc? More like St. Rey Chenin Blanket! This wine is so soft and cozy, you'll want to snuggle up with a glass of it on a cold winter's night. It's like a warm, fuzzy blanket for your taste buds.
But don't let the name fool you – this wine has a kick to it! It's like a surprise party in your mouth, with flavors that pop and fizz like champagne. You'll feel like you're celebrating every time you take a sip.
And if you're worried about getting too tipsy, don't be. St. Rey Chenin Blanc is like the responsible friend who makes sure you get home safely. It won't knock you off your feet, but it'll definitely give you a little buzz.
So grab a bottle of St. Rey Chenin Blanc, cozy up with a blanket (or two), and enjoy the party in your mouth. Just make sure you don't spill any on your blanket – you don't want to have to wash it after every glass!",Wine,NA,visible,Prepared food and beverage,N,N,Y,Y,18.00,N,N,13,19,Y,12,N,N
#statti-gaglioppo-regular,K4IU2C3ZQMOHNBQKHCJD47CL,Statti Gaglioppo,Regular,NA,NA,Bin 161,Wine,716898961605,visible,Prepared food and beverage,N,N,Y,Y,20.00,N,N,14.67,6,Y,5,N,N
#stella-artois-liberte-non-alcoholic-6pk-regular,NS3ZOZWZRVWEQXBO2WDJWE62,Stella Artois Liberte Non-Alcoholic 6pk,Regular,NA,NA,NA,Alcohol-Free,018200203138,unavailable,Prepared food and beverage,N,N,N,N,13.00,N,N,8.9,0,NA,NA,N,N
#stella-artois-premium-lager-6-pk-regular,SVE7FTBKLVBKIQUBAHGLUKPI,Stella Artois Premium Lager 6 pk,Regular,NA,NA,NA,Beer,786150000014,unavailable,Prepared food and beverage,N,N,N,N,12.00,N,N,8.88,0,NA,NA,N,N
#stemless-williamstown-glass-regular,4RX3EMPX3YL7NIT563KAW6WH,Stemless Williamstown Glass,Regular,NA,SWG,NA,Merchandise (non-food),NA,visible,Prepared food and beverage,NA,NA,NA,NA,18.00,N,NA,NA,3,NA,NA,N,Y
#stephanie-boyd-cards-regular,2P5DIUYOPUUNHSMGGX5X2XLX,Stephanie Boyd Cards,Regular,NA,NA,NA,Merchandise (non-food),NA,visible,Physical good,NA,NA,NA,NA,5.00,N,NA,NA,13,NA,NA,N,Y
#stirm-benitoite-2021-regular,5XZXGESC4WXD3LKMCPXPPMJN,Stirm Benitoite 2021,Regular,NA,850031415171,Bin 188,Wine,NA,visible,Prepared food and beverage,NA,NA,Y,Y,27.00,N,N,19,11,Y,5,N,N
#stirm-cabernet-pfeffer-regular,FN3MBW4GI4CAKEDZZXCEGO3J,Stirm Cabernet Pfeffer,Regular,NA,850031415010,Bin 191,Wine,NA,visible,Prepared food and beverage,N,N,Y,Y,31.00,N,N,22,17,Y,5,N,N
#stolpman-vineyard-syrah--regular,VERWO3GZMFF3KKFUNRYCVRLR,Stolpman Vineyard (Syrah),Regular,NA,NA,Bin 39,Wine,890095000111,visible,Prepared food and beverage,NA,NA,N,Y,30.00,N,N,21,13,Y,5,N,N
#stoneman-brewery-colrain-living-lager-regular,26MA67IIIHZYOMB3YMUPLMKA,Stoneman Brewery Colrain Living Lager,Regular,NA,NA,NA,Beer,741754373797,visible,Prepared food and beverage,NA,NA,NA,NA,8.00,N,NA,5.5,-2,NA,NA,N,N
#stoneman-brewery-hop-kings-pale-ale-regular,KTJ6OW5TK3S54BUA7K6KNXIP,Stoneman Brewery Hop Kings Pale Ale,Regular,NA,NA,NA,Beer,739608807949,visible,Prepared food and beverage,NA,NA,NA,NA,8.00,N,NA,5.5,2,NA,NA,N,N
#stoneman-brewery-jolly-j-ipa-regular,TU3DSNLAZD5O2O7UVSLPQGCU,Stoneman Brewery Jolly J IPA,Regular,NA,NA,NA,Beer,796520697584,visible,Prepared food and beverage,NA,NA,NA,NA,10.00,N,NA,6.5,3,NA,NA,N,N
#stoneman-brewery-king-korby-imperial-stout-regular,YMOVJTT7LSTR6FIQ4OMIK7KU,Stoneman Brewery King Korby Imperial Stout,Regular,NA,NA,NA,Beer,735940933308,visible,Prepared food and beverage,NA,NA,NA,NA,10.00,N,NA,6.5,1,NA,NA,N,N
#strawberry-rhubarb-shrub-regular,2XFEIG6G6PYJNQHD7XASPZ6N,Strawberry Rhubarb Shrub,Regular,NA,hpsrs,NA,Alcohol-Free,NA,visible,Physical good,NA,NA,NA,NA,16.00,N,NA,12,3,NA,NA,N,N
#stuffed-squid-in-ink-sauce-regular,F3ODNXYSZHDVHA3XT6SVQFZK,Stuffed Squid In Ink Sauce,Regular,NA,810032722067,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,NA,NA,15.00,N,NA,7.67,0,NA,NA,N,N
#stumptown-cold-brew-chocolate-regular,XQDI2TSXPQQLWCKUWJ34VG5Z,Stumptown Cold Brew Chocolate,Regular,NA,855186006885,NA,Alcohol-Free,NA,hidden,Prepared food and beverage,N,N,Y,Y,6.00,N,N,3.08,10,Y,8,N,N
#stumptown-cold-brew-horchata-regular,46X56IQY3AFYK3URT33HBNRW,Stumptown Cold Brew Horchata,Regular,NA,855186006892,NA,FOOD,NA,visible,Prepared food and beverage,N,N,Y,Y,6.00,N,N,3.08,16,Y,8,N,N
#stumptown-cold-brew-original-regular,SFJRCS7XKSRV6FSIELT6CAGD,Stumptown Cold Brew Original,Regular,NA,855186006878,NA,Alcohol-Free,855186006878,visible,Prepared food and beverage,N,N,Y,Y,6.00,N,N,3.08,12,Y,6,N,N
#stumptown-original-cold-brew-10-5-oz-regular,LDSR7HZMKHLGBXA34UDO6TGC,Stumptown Original Cold Brew 10.5 oz,Regular,NA,NA,NA,FOOD,180626000216,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,NA,3.08,11,NA,NA,N,N
#sugarfina-apple-frogs-candy-cube-regular,S7323PLRW2MA2UT4DXXMJOI7,Sugarfina Apple Frogs Candy Cube,Regular,NA,NA,NA,FOOD,840278181427,unavailable,Prepared food and beverage,N,N,N,N,9.00,N,N,4.7,-1,NA,NA,N,N
#sugarfina-dark-chocolate-sea-salt-almond-bar-regular,WNAVZ34CNZW7QGO5HIVTWE7S,Sugarfina Dark Chocolate Sea Salt Almond Bar,Regular,NA,NA,NA,FOOD,840278148901,NA,Physical good,NA,NA,NA,NA,9.00,N,NA,5.25,0,NA,NA,N,N
#sugarfina-heavenly-sours-regular,HKT23KYVBUWA6JXXW6N22MAG,Sugarfina Heavenly Sours,Regular,NA,NA,NA,FOOD,840278113930,unavailable,Prepared food and beverage,N,N,N,N,9.00,N,N,4.7,5,NA,NA,N,N
#sugarfina-ice-cream-cones-candy-cube-regular,EBYVKMVM3HJCSBLCPCRG7HH4,Sugarfina Ice Cream Cones Candy Cube,Regular,NA,NA,NA,FOOD,840278114135,NA,Prepared food and beverage,N,N,N,N,9.00,N,N,4.7,0,NA,NA,N,N
#sugarfina-lemon-shortbread-cookies-candy-cube-regular,D4QPMRO7P5YST42YXBUNLF7W,Sugarfina Lemon Shortbread Cookies Candy Cube,Regular,NA,NA,NA,FOOD,840278159822,visible,Prepared food and beverage,NA,NA,NA,NA,9.00,N,NA,4.7,1,NA,NA,N,N
#sugarfina-riptide-raspberries-gummies-candy-cube-regular,MSCC4VAJW6FDTEL7XCQIRH3M,Sugarfina Riptide Raspberries Gummies Candy Cube,Regular,NA,NA,NA,FOOD,840278162075,visible,Prepared food and beverage,NA,NA,NA,NA,9.00,N,NA,4.6,1,NA,NA,N,N
#sun-noodle-spicy-sesame-ramen-regular,YF33QOHSF44AS554GXUWR2IT,Sun Noodle Spicy Sesame Ramen,Regular,NA,085315063193,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,7.00,N,NA,NA,0,NA,NA,N,N
#sun-dried-tomato-pesto-6-oz--default,3JQAYPT66KVDVLG3XG6TDF44,Sun-dried Tomato Pesto - 6 oz.,default,NA,113,"Vine-ripened California sun-dried tomatoes distinguish this rich, robust pesto.",FOOD,619193000133,hidden,Prepared food and beverage,NA,NA,N,Y,16.00,N,N,8.5,0,Y,6,N,N
#susan-forrest-castle-cards-regular,5HGN2GHHZSXPVNRK3T6U3B4U,Susan Forrest Castle Cards,Regular,NA,NA,NA,Cards,NA,visible,Prepared food and beverage,NA,NA,Y,Y,5.00,N,NA,4,7,NA,NA,N,Y
#sweet-brook-farm-maple-syrup-16-oz-,QGE2JGKC6ZHWPUA3RR2IIQM4,Sweet Brook Farm Maple Syrup 16 oz,NA,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,15.00,N,NA,NA,0,NA,NA,N,N
#sweet-brook-farm-maple-syrup-8-oz-,GMU3IOKWETIVSMWAFBI45CZA,Sweet Brook Farm Maple Syrup 8 oz,NA,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,9.00,N,NA,NA,0,NA,NA,N,N
#sweet-brook-farms-grade-a-dark-amber-16-oz-regular,WXB453DWQOAEFJXBJ2B7MGJ5,Sweet Brook Farms Grade A Dark Amber 16 Oz,Regular,NA,855565002019,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,N,Y,16.00,N,N,10.75,15,Y,6,N,N
#sweetbrook-farm-pure-maple-cream-regular,QLKEJ7IKUEABCKV7EAOFO3PL,Sweetbrook Farm Pure Maple Cream,Regular,NA,PMC,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,8.00,N,N,5,0,Y,12,N,N
#swick-pinot-noir-dsc-regular,JFLLGJQF3J5O5FQSFKIHQ6G5,Swick (Pinot Noir) DSC,Regular,NA,NA,"Bin 143
Swick Pinot Noir is a delicious and elegant red wine made by winemaker Joe Swick, who is known for his natural winemaking style. This wine is produced from Pinot Noir grapes grown in the Willamette Valley of Oregon, which is known for its ideal growing conditions for this grape variety.
On the nose, Swick Pinot Noir offers enticing aromas of ripe red fruit, such as cherry and raspberry, with subtle hints of spice and earth. On the palate, it is medium-bodied and silky, with flavors of red fruit, plum, and a touch of herbal notes. The wine is well-balanced with fine tannins and a long, smooth finish.
Swick Pinot Noir is produced using traditional winemaking methods, such as native yeast fermentation, with minimal intervention to preserve the natural flavors and aromas of the grapes. The wine is aged in neutral oak barrels, which allows the fruit flavors to shine through without being overpowered by oak.
This wine is versatile and pairs well with a variety of foods, such as roasted chicken, grilled salm",Wine,NA,unavailable,Prepared food and beverage,N,N,N,Y,24.00,Y,N,18,0,Y,24,N,N
#sybille-kuntz-mosel-trocken-riesling--regular,LK2VCXZ6IABLWJSXYKWYJCFL,Sybille Kuntz Mosel Trocken (Riesling),Regular,NA,W022719,"Bin 203 Sybille Kuntz Mosel Trocken Riesling is a crisp and refreshing white wine made in the Mosel region of Germany. This wine is produced using the Riesling grape, which is known for its high acidity and ability to express the unique terroir of its growing region.
On the nose, Sybille Kuntz Mosel Trocken Riesling offers delicate floral and citrus aromas, with hints of green apple and mineral notes. On the palate, it is dry and vibrant, with flavors of fresh lemon, lime, and green apple, balanced by a lively acidity and a subtle minerality.
This wine is produced using traditional winemaking methods, with natural fermentation and aging in stainless steel tanks, to preserve the freshness and purity of the fruit flavors. The result is a wine that is elegant and well-balanced, with a crisp and refreshing finish.
Sybille Kuntz Mosel Trocken Riesling is a versatile wine that pairs well with a variety of dishes, such as grilled seafood, spicy Asian cuisine, and fresh salads. It is also a great wine to enjoy on its own, as",Wine,661529211140,visible,Prepared food and beverage,N,N,N,Y,22.00,N,N,16.33,11,Y,24,N,N
#sydney-back-merlot-regular,EG22KJFHGTUKUXP37ORQHFHY,Sydney Back Merlot,Regular,NA,657755000511,Bin 266,Wine,657755000511,visible,Prepared food and beverage,N,N,Y,Y,20.00,N,N,13.33,8,NA,NA,N,N
#tkn-clark-s-woodworking-regular,6SLVVLP6V2ZEYL2MBEKCAMED,TKN Clark's Woodworking,Regular,NA,TKN,NA,Cutting boards,NA,unavailable,Physical good,N,N,N,N,73.00,N,N,36.5,0,NA,NA,N,Y
#tkn-woodworking-regular,B66NNGNENKG6W5APH2D7XV2I,TKN WOODWORKING,Regular,NA,TKN BOARD,NA,NA,NA,visible,Prepared food and beverage,NA,NA,NA,NA,87.00,N,NA,NA,1,NA,NA,N,Y
#tkn-woodworking-1-regular,TIYMWM2XM6GLWTPBRUPNZEBC,TKN WOODWORKING,Regular,NA,TKN WINE RACK,NA,Merchandise (non-food),NA,visible,Prepared food and beverage,NA,NA,NA,NA,150.00,N,NA,NA,1,NA,NA,N,Y
#tost-rose-all-natural-alcohol-free-sparkling-beverage-regular,CFKI3BMRL3CBQZM3XJVOVBTO,TOST Rosé All-Natural Alcohol Free Sparkling Beverage,Regular,NA,NA,Bin 164,Alcohol-Free,867760000134,visible,Prepared food and beverage,N,N,Y,Y,8.00,N,N,5.25,11,Y,12,N,N
#tost-sparkling-white-tea-and-ginger-alcohol-free-beverage-regular,DW5DCWLOP4BKXZH5JD5OJILA,TOST Sparkling White Tea and Ginger Alcohol Free Beverage,Regular,NA,NA,Bin 237,Alcohol-Free,867760000103,visible,Prepared food and beverage,N,N,N,Y,8.00,N,N,5.25,21,Y,12,N,N
#taft-street-chardonnay-dsc-regular,N7V7PDFXYYLC2QFTXP2DEAYX,Taft Street (Chardonnay) DSC,Regular,NA,352523H,"DSC
Bin 23
Taft Street Chardonnay is a delicious and well-balanced white wine made from Chardonnay grapes grown in the Russian River Valley of California. This wine is a beautiful expression of the region's cool climate and the skill of the winemaker.
On the nose, Taft Street Chardonnay offers enticing aromas of ripe tropical fruit, such as pineapple and mango, with subtle hints of vanilla and spice. On the palate, it is medium-bodied and creamy, with flavors of ripe pear, peach, and a touch of citrus. The wine is well-balanced with a refreshing acidity and a long, smooth finish.
Taft Street Chardonnay is produced using traditional winemaking methods, with a combination of stainless steel and oak barrel aging. This allows the fruit flavors to shine through while adding complexity and depth to the wine. The result is a wine that is both delicious and elegant, with a perfect balance of fruit and oak.
This wine is versatile and pairs well with a variety of foods, such as roasted chicken, grilled seafood, and creamy",Wine,089010120328,unavailable,Prepared food and beverage,N,N,Y,Y,22.00,Y,N,15.33,0,Y,24,N,N
#tartufo-truffle-chips-regular,ETMYCRFIL6G6G5FXVK4OXEOA,Tartufo Truffle Chips,Regular,NA,8010939404413,NA,FOOD,8010939404413,visible,Prepared food and beverage,N,N,Y,Y,8.00,N,N,5.99,9,Y,3,N,N
#teapot-regular,PNTBRMORCFGBMVIIOD2NHYZI,Teapot,Regular,NA,L709245,NA,Pottery,NA,visible,Prepared food and beverage,NA,NA,NA,Y,150.00,N,NA,NA,1,NA,NA,N,Y
#tenorio-tuna-filets-in-olive-oil-with-dried-tomato-regular,6FONFUXQ67XZLPS6LNN322P7,Tenorio Tuna Filets In Olive Oil With Dried Tomato,Regular,NA,5601029003307,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,N,Y,9.00,N,N,4.8,3,Y,6,N,N
#tenorio-tuna-filets-in-olive-oil-with-lemon-and-chilis-regular,R2K4SEBCZLEJFDNZRBTUUV2Z,Tenorio Tuna Filets In Olive Oil With Lemon And Chilis,Regular,NA,5601029003208,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,N,Y,9.00,N,N,4.8,0,Y,6,N,N
#tenorio-tuna-fillets-in-brine-regular,WGQKHWNAHJLO2ZJPXXLGPUBH,Tenorio Tuna Fillets In Brine,Regular,NA,5601029003079,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,4.79,0,NA,NA,N,N
#tenorio-tuna-fillets-in-escabeche-sauce-pickled-sauce--regular,PN2FLZBZO37DFLLTVWU6EUR5,Tenorio Tuna Fillets In Escabeche Sauce (Pickled Sauce),Regular,NA,5601029000320,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,9.00,N,N,4.2,5,NA,NA,N,N
#tenorio-tuna-fillets-in-extra-virgin-olive-oil-with-capers-regular,HEQ7JCTGCH4B2QECZ7LIJDE7,Tenorio Tuna Fillets In Extra Virgin Olive Oil With Capers,Regular,NA,5601029003109,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,9.00,N,N,4.8,7,NA,NA,N,N
#tenorio-tuna-fillets-in-olive-oil-regular,32WRU6TQN2NFUGQCHYXGIJBT,Tenorio Tuna Fillets In Olive Oil,Regular,NA,5601029003000,NA,Tinned Fish,NA,visible,Prepared food and beverage,N,N,Y,Y,6.00,N,N,4.2,7,Y,5,N,N
#teno-rio-tuna-fillet-can-120g-organic-olive-oil--regular,7JR5VIRERQHDLD5V7SLYXZFX,Tenório Tuna Fillet Can 120g (Organic Olive Oil),Regular,NA,NA,NA,FOOD,5601029003406,NA,Physical good,NA,NA,NA,NA,9.00,N,N,NA,-14,NA,NA,N,N
#tenuta-di-ceppaiano-toscana-keith-haring-foundation--regular,B6R4KBR42J7IYYRWWMI4NCCB,Tenuta Di Ceppaiano Toscana (Keith Haring Foundation),Regular,NA,NA,Bin 153,Wine,015643614835,visible,Prepared food and beverage,N,N,Y,Y,24.00,N,N,15.66,7,Y,5,N,N
#tenuta-la-meridiana-lequattroterre-rosato-regular,EDYTEVSM2TJFSRWJSDRJEN7Q,Tenuta La Meridiana 'LeQuattroTerre' Rosato,Regular,NA,NA,"Bin 108
Tenuta La Meridiana 'Le Quattro Terre' is a beautiful and complex red wine made from the Barbera grape variety. The vineyards of Tenuta La Meridiana are located in the Piedmont region of northern Italy, where the Barbera grape thrives.
On the nose, Tenuta La Meridiana 'Le Quattro Terre' offers aromas of dark fruit, such as blackberry and black cherry, with hints of spice, chocolate, and vanilla. On the palate, it is full-bodied and rich, with flavors of ripe fruit, such as plum and black currant, along with a touch of acidity that balances the wine and gives it a fresh and lively finish.
Tenuta La Meridiana 'Le Quattro Terre' is produced using traditional winemaking methods, with a long maceration period and aging in oak barrels for a minimum of 12 months. This allows the wine to develop its complex flavors and aromas, while also adding depth and structure to the wine.
This wine is versatile and pairs well with a variety of dishes, such as grilled meats, hearty stews, and pasta dishes with rich tomato",Wine,716146169005,visible,Prepared food and beverage,N,N,N,Y,17.00,N,N,10.66,7,Y,24,N,N
#tenuta-monteti-caburino-merlot-cabernet-sauvignon-cabernet-franc-alicante-bouschet-petite-verdot--regular,KTEROGXH6PS67CIKKORKISWW,Tenuta Monteti 'Caburino' (Merlot/Cabernet Sauvignon/Cabernet Franc/Alicante Bouschet/Petite Verdot),Regular,NA,210107N,"Bin 90
Tenuta Monteti 'Caburino' is a premium red wine blend from the Tuscan Maremma region of Italy. This wine is a carefully crafted blend of Merlot, Cabernet Sauvignon, Cabernet Franc, Alicante Bouschet, and Petite Verdot, which are all classic Bordeaux varietals.
On the nose, Tenuta Monteti 'Caburino' offers aromas of black fruit, such as blackberry and blackcurrant, along with hints of spice, vanilla, and tobacco. On the palate, it is full-bodied and complex, with flavors of ripe fruit, dark chocolate, and coffee, complemented by a well-integrated tannic structure and a long, elegant finish.
The grapes used to make Tenuta Monteti 'Caburino' are carefully selected and harvested by hand, then fermented and aged separately in French oak barrels for 18 months. The final blend is then carefully crafted to achieve the perfect balance and harmony between the different grape varieties.
Tenuta Monteti 'Caburino' is a wine that perfectly expresses the terroir of the Maremma region, which is known for its unique co",Wine,8033269000018,visible,Prepared food and beverage,N,N,N,Y,19.00,N,N,14.66,9,Y,5,N,N
#testa-conserve-bottarga-di-tonno-rossi-grattugiata-regular,NWJ7BNDWABA34AT45WZC3KKJ,Testa Conserve- Bottarga di tonno Rossi grattugiata,Regular,NA,tcbdtrg,NA,FOOD,NA,unavailable,Physical good,NA,NA,NA,NA,15.00,N,NA,15,5,NA,NA,N,N
#teutonic-muscat-fine-white-wine-regular,CEBPUUEFJV3CO6L4KEB4QA5W,Teutonic Muscat Fine White Wine,Regular,NA,mus,NA,Wine,NA,visible,Prepared food and beverage,N,N,Y,Y,20.00,N,N,13.33,1,NA,NA,N,N
#thai-chile-peanuts-regular,QAIGBLK2U77IDEJWOYX2ZQNY,Thai Chile Peanuts,Regular,NA,705105281674,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,4.00,N,N,1.4,0,Y,12,N,N
#the-alchemist-heady-topper-ipa-4pk-cans-regular,4EIBZMA5B4223ZB54SKGYYLC,The Alchemist Heady Topper IPA 4pk Cans,Regular,NA,NA,NA,Beer,793573117267,visible,Prepared food and beverage,N,N,N,N,20.00,N,N,NA,0,NA,NA,N,N
#the-art-of-picnics-by-alanna-o-neil-hardcover--regular,BHZC6TBS5YJHBGXEU7DTX3QL,The Art of Picnics - by Alanna O'Neil (Hardcover),Regular,NA,NA,NA,Merchandise (non-food),9781642509168,visible,Prepared food and beverage,NA,NA,NA,NA,42.95,N,NA,21.48,3,NA,NA,N,Y
